Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-01745165,67 N CENTRAL AVE,67,N,CENTRAL AVE,67 N CENTRAL AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Dodge,710R493,6844983,1139042.285,1899954.618,Carryall,3/13/2016,3/13/2016,-87.76490561,41.88159174,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745167,149 N CENTRAL AVE,149,N,CENTRAL AVE,149 N CENTRAL AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Saturn,691S371,6844984,1139022.585,1900551.418,Sedan 4 Door,3/13/2016,3/13/2016,-87.76496344,41.8832298,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745168,3271 N MILWAUKEE AVE,3271,N,MILWAUKEE AVE,3271 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,P677703,6844985,1149459.87,1921479.78,Carryall,3/13/2016,3/13/2016,-87.72609262,41.94046316,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745169,2405 N MILWAUKEE AVE,2405,N,MILWAUKEE AVE,2405 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Mercury,L750137,6844986,1156445.318,1915851.655,Sedan 4 Door,3/13/2016,3/13/2016,-87.70057125,41.92488052,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745170,3088 N MILWAUKEE AVE,3088,N,MILWAUKEE AVE,3088 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,9695868,6844987,1150979.1,1920256.83,Carryall,3/13/2016,3/13/2016,-87.72054101,41.93707762,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745171,5334 W MADISON ST,5334,W,MADISON ST,5334 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Dodge,GZR1094,6844988,1140700.25,1899503.682,Carryall,3/13/2016,3/13/2016,-87.75882862,41.88032402,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745172,71 N CENTRAL AVE,71,N,CENTRAL AVE,71 N CENTRAL AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Buick,978R204,6844989,1139041.385,1899984.318,Sedan 4 Door,3/13/2016,3/13/2016,-87.76490819,41.88167326,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745187,3113 W MADISON ST,3113,W,MADISON ST,3113 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,Y756529,6844990,1155745.603,1899856.251,Sedan 4 Door,3/13/2016,3/13/2016,-87.70357379,41.88100185,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745188,3115 W MADISON ST,3115,W,MADISON ST,3115 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,712S503,6844991,1155721.903,1899855.751,Sedan 4 Door,3/13/2016,3/13/2016,-87.70366083,41.88100095,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745189,2203 W MADISON ST,2203,W,MADISON ST,2203 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Acura,E451396,6844992,1161728.398,1899987.715,Carryall,3/13/2016,3/13/2016,-87.68160169,41.88124003,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745193,3733 N MILWAUKEE AVE,3733,N,MILWAUKEE AVE,3733 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Mazda,E431125,6844996,1145775.288,1924445.098,Sedan 4 Door,3/13/2016,3/13/2016,-87.73955935,41.94867107,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745195,6725 N CLARK ST,6725,N,CLARK ST,6725 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Acura,K782233,6844998,1163801.023,1944820.74,Sedan 2 Door,3/13/2016,3/13/2016,-87.67272242,42.0042208,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745197,940 W MADISON ST,940,W,MADISON ST,940 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,E906696,6845000,1170058.735,1900225.54,Sedan 4 Door,3/13/2016,3/13/2016,-87.65100634,41.88171497,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745198,827 W MADISON ST,827,W,MADISON ST,827 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,AK21CP,6845001,1170766.341,1900248.89,Carryall,3/13/2016,3/13/2016,-87.64840736,41.88176357,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01745199,932 W MADISON ST,932,W,MADISON ST,932 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Lexus,112QA,6845002,1170096.535,1900226.54,Sedan 4 Door,3/13/2016,3/13/2016,-87.65086751,41.88171689,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750540,1209 N MILWAUKEE AVE,1209,N,MILWAUKEE AVE,1209 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Saturn,Y771450,6845050,1165701.786,1908147.262,Sedan 4 Door,3/14/2016,3/14/2016,-87.6667789,41.9035467,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750541,1508 W DIVISION ST,1508,W,DIVISION ST,1508 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Acura,6436604,6845051,1166088.12,1908085.579,Sedan 4 Door,3/14/2016,3/14/2016,-87.66536158,41.90336919,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750542,2014 W DIVISION ST,2014,W,DIVISION ST,2014 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Ford,S623232,6845052,1162756.16,1907992.7,Sedan 4 Door,3/14/2016,3/14/2016,-87.67760317,41.90318487,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750548,2355 N MILWAUKEE AVE,2355,N,MILWAUKEE AVE,2355 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Ford,612S581,6845053,1156847.165,1915525.63,Sedan 2 Door,3/14/2016,3/14/2016,-87.69910354,41.92397773,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750549,1520 W DIVISION ST,1520,W,DIVISION ST,1520 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,General Motors Corp.,Y804746,6845054,1165958.93,1908082.902,Carryall,3/14/2016,3/14/2016,-87.6658362,41.9033646,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750552,2104 W DIVISION ST,2104,W,DIVISION ST,2104 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Mitsubishi,Y918065,6845055,1162158.692,1907973.653,Sedan 4 Door,3/14/2016,3/14/2016,-87.67979832,41.90314511,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750554,2455 N MILWAUKEE AVE,2455,N,MILWAUKEE AVE,2455 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Ford,BGH1475,6845056,1156010.559,1916202.825,Carryall,3/14/2016,3/14/2016,-87.70215925,41.92585295,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750555,2491 N MILWAUKEE AVE,2491,N,MILWAUKEE AVE,2491 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Honda,H842677,6845057,1155673.653,1916476.069,Sedan 4 Door,3/14/2016,3/14/2016,-87.70338985,41.92660955,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750557,2628 N MILWAUKEE AVE,2628,N,MILWAUKEE AVE,2628 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,K840896,6845058,1154369.508,1917528.978,Sedan 4 Door,3/14/2016,3/14/2016,-87.7081538,41.929525,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750558,2041 W DIVISION ST,2041,W,DIVISION ST,2041 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Honda,H486390,6845059,1162574.86,1907986.9,Carryall,3/14/2016,3/14/2016,-87.67826928,41.90317275,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750559,4302 W DIVISION ST,4302,W,DIVISION ST,4302 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Ford,H932737,6845060,1147477.793,1907650.806,Van,3/14/2016,3/14/2016,-87.73373288,41.90255343,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750560,1344 W DEVON AVE,1344,W,DEVON AVE,1344 W DEVON AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Pontiac,3583815,6845061,1165981.443,1942622.908,Sedan 2 Door,3/14/2016,3/14/2016,-87.6647638,41.99814346,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750562,6900 N CLARK ST,6900,N,CLARK ST,6900 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Hyundai,JWN7239,6845062,1163611.37,1945671.326,Sedan 4 Door,3/14/2016,3/14/2016,-87.67339603,42.00655884,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750464,6817 N CLARK ST,6817,N,CLARK ST,6817 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Oldsmobile,Z649494,6845064,1163681.03,1945301.656,Sedan 4 Door,3/14/2016,3/14/2016,-87.67315023,42.00554298,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750467,2638 N MILWAUKEE AVE,2638,N,MILWAUKEE AVE,2638 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,V437833,6845065,1154304.308,1917581.478,Sedan 4 Door,3/14/2016,3/14/2016,-87.70839199,41.92967037,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750468,2650 N MILWAUKEE AVE,2650,N,MILWAUKEE AVE,2650 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,Z226809,6845066,1154251.608,1917623.978,Sedan 4 Door,3/14/2016,3/14/2016,-87.70858451,41.92978805,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750469,5437 W DIVISION ST,5437,W,DIVISION ST,5437 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Cadillac,H841952,6845067,1139779.144,1907462.714,Sedan 4 Door,3/14/2016,3/14/2016,-87.76201628,41.90218146,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750470,5827 W DIVISION ST,5827,W,DIVISION ST,5827 W DIVISION ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,E381857,6845068,1137179.399,1907399.503,Sedan 4 Door,3/14/2016,3/14/2016,-87.77156719,41.90205512,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750471,3086 N MILWAUKEE AVE,3086,N,MILWAUKEE AVE,3086 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Dodge,R137893,6845069,1151016.243,1920226.884,Sedan 4 Door,3/14/2016,3/14/2016,-87.72040529,41.93699471,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750473,3172 N MILWAUKEE AVE,3172,N,MILWAUKEE AVE,3172 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,2FXG18,6845070,1150290.85,1920808.07,Sedan 4 Door,3/14/2016,3/14/2016,-87.72305603,41.93860374,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750476,3330 N MILWAUKEE AVE,3330,N,MILWAUKEE AVE,3330 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Ford,Z199322,6845073,1148924.142,1921911.378,Carryall,3/14/2016,3/14/2016,-87.72805041,41.9416579,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750479,907 W MADISON ST,907,W,MADISON ST,907 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Mazda,F977702,6845075,1170343.196,1900234.42,Sedan 4 Door,3/14/2016,3/14/2016,-87.64996155,41.88173312,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750480,4013 N MILWAUKEE AVE,4013,N,MILWAUKEE AVE,4013 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,S328044,6845076,1143542.925,1926251.727,Sedan 4 Door,3/14/2016,3/14/2016,-87.74771982,41.95367077,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750481,5336 W MADISON ST,5336,W,MADISON ST,5336 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,Z889103,6845077,1140689.45,1899503.382,Sedan 4 Door,3/14/2016,3/14/2016,-87.75886828,41.8803234,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750498,5234 W MADISON ST,5234,W,MADISON ST,5234 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Pontiac,E958961,6845078,1141360.04,1899519.393,Sedan 4 Door,3/14/2016,3/14/2016,-87.75640552,41.88035499,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750499,6825 N CLARK ST,6825,N,CLARK ST,6825 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Honda,V838782,6845079,1163674.23,1945337.756,Van,3/14/2016,3/14/2016,-87.67317422,42.00564218,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750501,6817 N CLARK ST,6817,N,CLARK ST,6817 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Toyota,YTU125,6845080,1163681.03,1945301.656,Sedan 2 Door,3/14/2016,3/14/2016,-87.67315023,42.00554298,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750505,4858 N MILWAUKEE AVE,4858,N,MILWAUKEE AVE,4858 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Buick,C793880,6845083,1139631.106,1931910.402,Sedan 4 Door,3/14/2016,3/14/2016,-87.76196156,41.96927113,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750506,844 W MADISON ST,844,W,MADISON ST,844 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Porsche,Z238226,6845084,1170675.841,1900245.99,Carryall,3/14/2016,3/14/2016,-87.64873976,41.8817576,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750507,4858 N MILWAUKEE AVE,4858,N,MILWAUKEE AVE,4858 N MILWAUKEE AVE,3/15/2016 0:00,4/5/2016 0:00,Completed,Nissan,590S444,6845085,1139631.106,1931910.402,Sedan 4 Door,3/14/2016,3/14/2016,-87.76196156,41.96927113,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750510,7057 N CLARK ST,7057,N,CLARK ST,7057 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Saturn,,6845086,1163357.85,1947112.346,Sedan 4 Door,3/14/2016,3/14/2016,-87.67428795,42.01051839,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750513,7549 N CLARK ST,7549,N,CLARK ST,7549 N CLARK ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Oldsmobile,DFC5990,6845088,1162870.949,1950067.42,Sedan 4 Door,3/14/2016,3/14/2016,-87.67599594,42.01863744,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750514,1206 W MADISON ST,1206,W,MADISON ST,1206 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Jeep/Cherokee,STACIPV,6845089,1168325.483,1900174.275,Carryall,3/14/2016,3/14/2016,-87.65737224,41.88161193,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01750515,1106 W MADISON ST,1106,W,MADISON ST,1106 W MADISON ST,3/15/2016 0:00,4/5/2016 0:00,Completed,Acura,A926071,6845090,1169013.708,1900197.379,Sedan 2 Door,3/14/2016,3/14/2016,-87.65484445,41.88166043,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775950,470 N MILWAUKEE AVE,470,N,MILWAUKEE AVE,470 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,Z483118,6845126,1171260.453,1903427.664,Sedan 4 Door,3/15/2016,3/15/2016,-87.64649959,41.8904755,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775951,1140 N MILWAUKEE AVE,1140,N,MILWAUKEE AVE,1140 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Jeep/Cherokee,Z614017,6845127,1166159.823,1907760.404,Carryall,3/15/2016,3/15/2016,-87.66510751,41.90247536,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775952,1140 N MILWAUKEE AVE,1140,N,MILWAUKEE AVE,1140 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Kia Motors Corp,V559992,6845128,1166159.823,1907760.404,Sedan 4 Door,3/15/2016,3/15/2016,-87.66510751,41.90247536,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775955,1152 N MILWAUKEE AVE,1152,N,MILWAUKEE AVE,1152 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Toyota,N929478,6845131,1166075.123,1907832.704,Sedan 4 Door,3/15/2016,3/15/2016,-87.66541655,41.90267556,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775956,1151 N MILWAUKEE AVE,1151,N,MILWAUKEE AVE,1151 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Mercedes,R628662,6845132,1166082.123,1907826.604,Sedan 4 Door,3/15/2016,3/15/2016,-87.66539102,41.90265867,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775957,1180 N MILWAUKEE AVE,1180,N,MILWAUKEE AVE,1180 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,Z413005,6845133,1166025.623,1907874.804,Sedan 4 Door,3/15/2016,3/15/2016,-87.66559717,41.90279215,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775958,1654 W DIVISION ST,1654,W,DIVISION ST,1654 W DIVISION ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,V932722,6845134,1165057.94,1908059.485,Carryall,3/15/2016,3/15/2016,-87.66914638,41.90331954,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775959,1636 W DIVISION ST,1636,W,DIVISION ST,1636 W DIVISION ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,Z482239,6845135,1165144.84,1908062.185,Sedan 4 Door,3/15/2016,3/15/2016,-87.6688271,41.9033251,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775960,1209 N MILWAUKEE AVE,1209,N,MILWAUKEE AVE,1209 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chrysler,E256873,6845136,1165701.786,1908147.262,Carryall,3/15/2016,3/15/2016,-87.6667789,41.9035467,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775961,1209 N MILWAUKEE AVE,1209,N,MILWAUKEE AVE,1209 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,589S866,6845137,1165701.786,1908147.262,Carryall,3/15/2016,3/15/2016,-87.6667789,41.9035467,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775963,1444 N MILWAUKEE AVE,1444,N,MILWAUKEE AVE,1444 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,Y787900,6845138,1163767.261,1909776.132,Sedan 4 Door,3/15/2016,3/15/2016,-87.67383883,41.90805746,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775965,1445 N MILWAUKEE AVE,1445,N,MILWAUKEE AVE,1445 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Ford,N954638,6845139,1163762.361,1909780.232,Carryall,3/15/2016,3/15/2016,-87.67385671,41.90806882,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775967,1550 N MILWAUKEE AVE,1550,N,MILWAUKEE AVE,1550 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Mitsubishi,Z391495,6845140,1163376.72,1910105.26,Sedan 4 Door,3/15/2016,3/15/2016,-87.6752642,41.90896884,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775969,1236 W DEVON AVE,1236,W,DEVON AVE,1236 W DEVON AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Land Rover,N897988,6845141,1166748.957,1942639.689,Carryall,3/15/2016,3/15/2016,-87.6619399,41.99817302,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775970,1421 W DEVON AVE,1421,W,DEVON AVE,1421 W DEVON AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,V172034,6845142,1165565.05,1942613.614,Sedan 4 Door,3/15/2016,3/15/2016,-87.66629582,41.99812686,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775973,1639 N MILWAUKEE AVE,1639,N,MILWAUKEE AVE,1639 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Acura,K776228,6845143,1162431.393,1910907.993,Sedan 4 Door,3/15/2016,3/15/2016,-87.67871438,41.91119145,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775974,4553 N MILWAUKEE AVE,4553,N,MILWAUKEE AVE,4553 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,V639913,6845144,1141001.99,1929820.24,Sedan 4 Door,3/15/2016,3/15/2016,-87.75697245,41.96351035,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775976,4021 W DIVISION ST,4021,W,DIVISION ST,4021 W DIVISION ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,G878695,6845145,1149287.66,1907702.16,Sedan 4 Door,3/15/2016,3/15/2016,-87.72708354,41.90265945,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775977,2754 N MILWAUKEE AVE,2754,N,MILWAUKEE AVE,2754 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,E392098,6845146,1153629.945,1918121.614,Sedan 4 Door,3/15/2016,3/15/2016,-87.71085569,41.93116601,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775978,2513 N MILWAUKEE AVE,2513,N,MILWAUKEE AVE,2513 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,H804675,6845147,1155498.853,1916617.669,Sedan 4 Door,3/15/2016,3/15/2016,-87.70402834,41.92700163,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775979,2754 N MILWAUKEE AVE,2754,N,MILWAUKEE AVE,2754 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Buick,S240247,6845148,1153629.945,1918121.614,Sedan 4 Door,3/15/2016,3/15/2016,-87.71085569,41.93116601,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775980,2787 N MILWAUKEE AVE,2787,N,MILWAUKEE AVE,2787 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,R185634,6845149,1153349.542,1918337.899,Sedan 4 Door,3/15/2016,3/15/2016,-87.71188036,41.93176509,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775981,6542 N CLARK ST,6542,N,CLARK ST,6542 N CLARK ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,Z932024,6845150,1164127.134,1943596.71,Sedan 4 Door,3/15/2016,3/15/2016,-87.67155746,42.00085512,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775982,7022 N CLARK ST,7022,N,CLARK ST,7022 N CLARK ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Dodge,E549993,6845151,1163409.05,1946792.846,Sedan 4 Door,3/15/2016,3/15/2016,-87.67410862,42.00964059,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775983,5433 W MADISON ST,5433,W,MADISON ST,5433 W MADISON ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Chrysler,V483683,6845152,1139993.42,1899487.089,Sedan 4 Door,3/15/2016,3/15/2016,-87.76142446,41.88029144,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775874,5127 W MADISON ST,5127,W,MADISON ST,5127 W MADISON ST,3/16/2016 0:00,4/7/2016 0:00,Completed,Mercury,661S483,6845153,1142120.27,1899537.424,Sedan 2 Door,3/15/2016,3/15/2016,-87.75361355,41.88039041,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775875,3426 N MILWAUKEE AVE,3426,N,MILWAUKEE AVE,3426 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Pontiac,P424315,6845154,1148069.03,1922598.85,Van,3/15/2016,3/15/2016,-87.73117558,41.9435609,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775876,2992 N MILWAUKEE AVE,2992,N,MILWAUKEE AVE,2992 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Ford,1464982,6845155,1151621.466,1919740.83,Carryall,3/15/2016,3/15/2016,-87.71819381,41.93564905,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775877,3451 N MILWAUKEE AVE,3451,N,MILWAUKEE AVE,3451 N MILWAUKEE AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chrysler,3546WS,6845156,1147977.23,1922672.75,Van,3/15/2016,3/15/2016,-87.73151109,41.94376546,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775879,2243 W MADISON ST,2243,W,MADISON ST,2243 W MADISON ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Jeep/Cherokee,R445032,6845157,1161460.898,1899979.715,Carryall,3/15/2016,3/15/2016,-87.68258416,41.88122364,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775880,1013 W MADISON ST,1013,W,MADISON ST,1013 W MADISON ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,P882224,6845158,1169642.409,1900213.59,Sedan 4 Door,3/15/2016,3/15/2016,-87.65253542,41.88169125,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775881,813 W MADISON ST,813,W,MADISON ST,813 W MADISON ST,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,Z275782,6845159,1170883.808,1900251.853,Sedan 4 Door,3/15/2016,3/15/2016,-87.64797594,41.88176913,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775883,2740 W FOSTER AVE,2740,W,FOSTER AVE,2740 W FOSTER AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Nissan,H343905,6845161,1157151.72,1934423.767,Sedan 4 Door,3/15/2016,3/15/2016,-87.6974693,41.97582923,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01776295,2231 W FOSTER AVE,2231,W,FOSTER AVE,2231 W FOSTER AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Chevrolet,Y713766,6845162,1160527.085,1934493.243,Carryall,3/15/2016,3/15/2016,-87.68505488,41.97595045,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01775884,2825 W FOSTER AVE,2825,W,FOSTER AVE,2825 W FOSTER AVE,3/16/2016 0:00,4/5/2016 0:00,Completed,Honda,X837204,6845163,1156589.433,1934413.741,Sedan 4 Door,3/15/2016,3/15/2016,-87.69953732,41.97581315,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
