record,Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
9009,16-00955283,3420 N MILWAUKEE AVE,3420,N,MILWAUKEE AVE,3420 N MILWAUKEE AVE,2/17/2016 0:00,3/11/2016 0:00,Completed,Hyundai,A260714,6841819,1148111.03,1922564.95,Carryall,2/14/2016,2/14/2016,-87.73102208,41.94346707,,,,,,,,,,,,,,,,,TOW - NO TICKET
9010,16-00955288,2027 W DIVISION ST,2027,W,DIVISION ST,2027 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,S869624,6841822,1162668.86,1907989.9,Sedan 4 Door,2/14/2016,2/14/2016,-87.67792392,41.90317901,,,,,,,,,,,,,,,,,TOW - NO TICKET
9011,16-00955289,2631 W DIVISION ST,2631,W,DIVISION ST,2631 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Honda,TFK26,6841823,1158640.594,1907880.373,Sedan 4 Door,2/14/2016,2/14/2016,-87.69272358,41.90296196,,,,,,,,,,,,,,,,,TOW - NO TICKET
9012,16-00955290,1847 W DIVISION ST,1847,W,DIVISION ST,1847 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Acura,E123975,6841824,1163741.8,1908021.161,Carryall,2/14/2016,2/14/2016,-87.67398191,41.90324223,,,,,,,,,,,,,,,,,TOW - NO TICKET
9013,16-00955292,3721 W DIVISION ST,3721,W,DIVISION ST,3721 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Buick,658S807,6841825,1151277.84,1907740.976,Sedan 4 Door,2/14/2016,2/14/2016,-87.71977219,41.90272713,,,,,,,,,,,,,,,,,TOW - NO TICKET
9014,16-00955293,3910 W DIVISION ST,3910,W,DIVISION ST,3910 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Dodge,K703442,6841826,1150063.383,1907718.436,Van,2/14/2016,2/14/2016,-87.72423373,41.90268903,,,,,,,,,,,,,,,,,TOW - NO TICKET
9015,16-00955298,4259 N MILWAUKEE AVE,4259,N,MILWAUKEE AVE,4259 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,K703225,6841829,1142253.101,1927913.796,Sedan 4 Door,2/14/2016,2/14/2016,-87.75241999,41.95825572,,,,,,,,,,,,,,,,,TOW - NO TICKET
9016,16-00955299,425 N MILWAUKEE AVE,425,N,MILWAUKEE AVE,425 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,Z593799,6841830,1171622.9,1903115.453,Sedan 4 Door,2/14/2016,2/14/2016,-87.64517771,41.88961081,,,,,,,,,,,,,,,,,TOW - NO TICKET
9017,16-00955300,4145 N MILWAUKEE AVE,4145,N,MILWAUKEE AVE,4145 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,S659157,6841831,1142727.816,1927189.643,Sedan 4 Door,2/14/2016,2/14/2016,-87.75069284,41.95625974,,,,,,,,,,,,,,,,,TOW - NO TICKET
9018,16-00955301,2066 N MILWAUKEE AVE,2066,N,MILWAUKEE AVE,2066 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Bmw,N486549,6841832,1159195.04,1913634.013,Sedan 2 Door,2/14/2016,2/14/2016,-87.6905286,41.91873902,,,,,,,,,,,,,,,,,TOW - NO TICKET
9019,16-00955302,1623 N CENTRAL AVE,1623,N,CENTRAL AVE,1623 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Hyundai,E496124,6841833,1138760.991,1910233.296,Sedan 4 Door,2/14/2016,2/14/2016,-87.76568882,41.90980281,,,,,,,,,,,,,,,,,TOW - NO TICKET
9020,16-00955303,1639 N CENTRAL AVE,1639,N,CENTRAL AVE,1639 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chrysler,Y821415,6841834,1138766.991,1910340.796,Sedan 4 Door,2/14/2016,2/14/2016,-87.76566416,41.9100977,,,,,,,,,,,,,,,,,TOW - NO TICKET
9021,16-00955305,2918 N MILWAUKEE AVE,2918,N,MILWAUKEE AVE,2918 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,D960RV,6841835,1152218.848,1919260.167,Sedan 4 Door,2/14/2016,2/14/2016,-87.7160111,41.93431829,,,,,,,,,,,,,,,,,TOW - NO TICKET
9022,16-00955306,111 N CENTRAL AVE,111,N,CENTRAL AVE,111 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,Z162555,6841836,1139032.385,1900272.918,Sedan 4 Door,2/14/2016,2/14/2016,-87.76493422,41.88246538,,,,,,,,,,,,,,,,,TOW - NO TICKET
9023,16-00955307,5959 W MADISON ST,5959,W,MADISON ST,5959 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,Z232381,6841837,1136641.96,1899395.847,Sedan 4 Door,2/14/2016,2/14/2016,-87.77373305,41.88010169,,,,,,,,,,,,,,,,,TOW - NO TICKET
9024,16-00955309,7006 N CLARK ST,7006,N,CLARK ST,7006 N CLARK ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,834ASZ,6841839,1163439.129,1946621.603,Sedan 4 Door,2/14/2016,2/14/2016,-87.6740028,42.00917006,,,,,,,,,,,,,,,,,TOW - NO TICKET
9025,16-00955314,50 N CENTRAL AVE,50,N,CENTRAL AVE,50 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,600S600,6841842,1139056.957,1899464.304,Sedan 4 Door,2/14/2016,2/14/2016,-87.76486366,41.88024599,,,,,,,,,,,,,,,,,TOW - NO TICKET
9026,16-00955315,5346 W MADISON ST,5346,W,MADISON ST,5346 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Pontiac,V509212,6841843,1140635.35,1899502.182,Sedan 4 Door,2/14/2016,2/14/2016,-87.75906696,41.8803211,,,,,,,,,,,,,,,,,TOW - NO TICKET
9027,16-00955316,5961 W MADISON ST,5961,W,MADISON ST,5961 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,P282511,6841844,1136629.36,1899395.547,Carryall,2/14/2016,2/14/2016,-87.77377932,41.88010109,,,,,,,,,,,,,,,,,TOW - NO TICKET
9028,16-00955317,2136 W MADISON ST,2136,W,MADISON ST,2136 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,S189692,6841845,1162171.703,1900000.453,Sedan 4 Door,2/14/2016,2/14/2016,-87.67997354,41.88126573,,,,,,,,,,,,,,,,,TOW - NO TICKET
9029,16-00955318,2402 W MADISON ST,2402,W,MADISON ST,2402 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Chrysler,G128061,6841846,1160402.053,1899948.935,Sedan 4 Door,2/14/2016,2/14/2016,-87.68647303,41.88116115,,,,,,,,,,,,,,,,,TOW - NO TICKET
9030,16-00955319,2412 W MADISON ST,2412,W,MADISON ST,2412 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Dodge,E68477,6841847,1160344.853,1899947.535,Van,2/14/2016,2/14/2016,-87.68668311,41.88115849,,,,,,,,,,,,,,,,,TOW - NO TICKET
9031,16-00955321,2116 W MADISON ST,2116,W,MADISON ST,2116 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,R996488,6841848,1162306.003,1900004.253,Carryall,2/14/2016,2/14/2016,-87.67948029,41.88127335,,,,,,,,,,,,,,,,,TOW - NO TICKET
9032,16-00955322,2112 W MADISON ST,2112,W,MADISON ST,2112 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,398TSH,6841849,1162332.903,1900005.053,Sedan 4 Door,2/14/2016,2/14/2016,-87.67938149,41.88127498,,,,,,,,,,,,,,,,,TOW - NO TICKET
9033,16-00957799,1209 N MILWAUKEE AVE,1209,N,MILWAUKEE AVE,1209 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,V211747,6841892,1165701.786,1908147.262,Sedan 4 Door,2/15/2016,2/15/2016,-87.6667789,41.9035467,,,,,,,,,,,,,,,,,TOW - NO TICKET
9034,16-00957800,1217 N MILWAUKEE AVE,1217,N,MILWAUKEE AVE,1217 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chrysler,Z404237,6841893,1165621.283,1908215.158,Van,2/15/2016,2/15/2016,-87.66707267,41.90373473,,,,,,,,,,,,,,,,,TOW - NO TICKET
9035,16-00957999,1700 W DIVISION ST,1700,W,DIVISION ST,1700 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Jeep/Cherokee,T772247,6841894,1164827.7,1908052.42,Carryall,2/15/2016,2/15/2016,-87.6699923,41.90330504,,,,,,,,,,,,,,,,,TOW - NO TICKET
9036,16-00957801,2631 W DIVISION ST,2631,W,DIVISION ST,2631 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Saturn,Z303379,6841895,1158640.594,1907880.373,Sedan 4 Door,2/15/2016,2/15/2016,-87.69272358,41.90296196,,,,,,,,,,,,,,,,,TOW - NO TICKET
9037,16-00957803,2010 W DIVISION ST,2010,W,DIVISION ST,2010 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,General Motors Corp.,E328086,6841896,1162783.06,1907993.6,Carryall,2/15/2016,2/15/2016,-87.67750433,41.90318677,,,,,,,,,,,,,,,,,TOW - NO TICKET
9038,16-00957804,2012 W DIVISION ST,2012,W,DIVISION ST,2012 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Honda,5312002,6841897,1162769.56,1907993.1,Sedan 4 Door,2/15/2016,2/15/2016,-87.67755394,41.90318568,,,,,,,,,,,,,,,,,TOW - NO TICKET
9039,16-00957806,1564 N MILWAUKEE AVE,1564,N,MILWAUKEE AVE,1564 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,V679024,6841898,1162965.418,1910456.442,Sedan 2 Door,2/15/2016,2/15/2016,-87.67676525,41.90994116,,,,,,,,,,,,,,,,,TOW - NO TICKET
9040,16-00957751,1369 N MILWAUKEE AVE,1369,N,MILWAUKEE AVE,1369 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,N187838,6841899,1164348.493,1909287.133,Carryall,2/15/2016,2/15/2016,-87.67171754,41.90670333,,,,,,,,,,,,,,,,,TOW - NO TICKET
9041,16-00957808,5633 W MADISON ST,5633,W,MADISON ST,5633 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,LU5030,6841900,1138715.844,1899455.019,Van,2/15/2016,2/15/2016,-87.76611644,41.88022671,,,,,,,,,,,,,,,,,TOW - NO TICKET
9042,16-00958001,5943 W MADISON ST,5943,W,MADISON ST,5943 W MADISON ST,2/17/2016 0:00,3/3/2016 0:00,Completed,Ford,Z661255,6841901,1136742.46,1899398.647,Sedan 4 Door,2/15/2016,2/15/2016,-87.77336395,41.88010758,,,,,,,,,,,,,,,,,TOW - NO TICKET
9043,16-00957810,2480 N MILWAUKEE AVE,2480,N,MILWAUKEE AVE,2480 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Kia Motors Corp,CHIA37,6841902,1155763.453,1916403.269,Sedan 4 Door,2/15/2016,2/15/2016,-87.70306184,41.92640797,,,,,,,,,,,,,,,,,TOW - NO TICKET
9044,16-00957812,2908 W MADISON ST,2908,W,MADISON ST,2908 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,Z545968,6841903,1157010.586,1899882.954,Carryall,2/15/2016,2/15/2016,-87.69892812,41.88104956,,,,,,,,,,,,,,,,,TOW - NO TICKET
9045,16-00957813,3310 W MADISON ST,3310,W,MADISON ST,3310 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,S765587,6841904,1154333.859,1899823.669,Sedan 4 Door,2/15/2016,2/15/2016,-87.70875852,41.88094075,,,,,,,,,,,,,,,,,TOW - NO TICKET
9046,16-00957815,6512 N CLARK ST,6512,N,CLARK ST,6512 N CLARK ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Honda,369S978,6841906,1164219.625,1943259.96,Sedan 4 Door,2/15/2016,2/15/2016,-87.67122678,41.99992911,,,,,,,,,,,,,,,,,TOW - NO TICKET
9047,16-00958003,5949 W MADISON ST,5949,W,MADISON ST,5949 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,1122621B,6841907,1136704.76,1899397.647,Pickup,2/15/2016,2/15/2016,-87.77350241,41.88010551,,,,,,,,,,,,,,,,,TOW - NO TICKET
9048,16-00957817,2643 N MILWAUKEE AVE,2643,N,MILWAUKEE AVE,2643 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Honda,7254303,6841908,1154282.308,1917599.178,Carryall,2/15/2016,2/15/2016,-87.70847236,41.92971938,,,,,,,,,,,,,,,,,TOW - NO TICKET
9049,16-00957818,2722 N MILWAUKEE AVE,2722,N,MILWAUKEE AVE,2722 N MILWAUKEE AVE,2/17/2016 0:00,3/3/2016 0:00,Completed,Pontiac,K357543,6841909,1153867.372,1917933.572,Sedan 4 Door,2/15/2016,2/15/2016,-87.70998821,41.93064527,,,,,,,,,,,,,,,,,TOW - NO TICKET
9050,16-00957819,2935 N MILWAUKEE AVE,2935,N,MILWAUKEE AVE,2935 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,S469738,6841910,1152108.648,1919348.967,Sedan 4 Door,2/15/2016,2/15/2016,-87.71641374,41.93456414,,,,,,,,,,,,,,,,,TOW - NO TICKET
9051,16-00959778,1146 N MILWAUKEE AVE,1146,N,MILWAUKEE AVE,1146 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Dodge,V515229,6841966,1166117.423,1907796.504,Van,2/16/2016,2/16/2016,-87.66526221,41.90257532,,,,,,,,,,,,,,,,,TOW - NO TICKET
9052,16-00959779,1170 N MILWAUKEE AVE,1170,N,MILWAUKEE AVE,1170 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Toyota,E106906,6841967,1165963.223,1907927.204,Sedan 4 Door,2/16/2016,2/16/2016,-87.66582488,41.90293727,,,,,,,,,,,,,,,,,TOW - NO TICKET
9053,16-00959780,1458 W DIVISION ST,1458,W,DIVISION ST,1458 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,V194791,6841968,1166379.697,1908092.512,Sedan 4 Door,2/16/2016,2/16/2016,-87.66429036,41.90338198,,,,,,,,,,,,,,,,,TOW - NO TICKET
9054,16-00959782,2714 W DIVISION ST,2714,W,DIVISION ST,2714 W DIVISION ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,ELS4168,6841969,1158085.096,1907869.896,Sedan 4 Door,2/16/2016,2/16/2016,-87.69476432,41.90294458,,,,,,,,,,,,,,,,,TOW - NO TICKET
9055,16-00959783,1180 N MILWAUKEE AVE,1180,N,MILWAUKEE AVE,1180 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Pontiac,Z160816,6841970,1166025.623,1907874.804,Carryall,2/16/2016,2/16/2016,-87.66559717,41.90279215,,,,,,,,,,,,,,,,,TOW - NO TICKET
9056,16-00959707,1180 N MILWAUKEE AVE,1180,N,MILWAUKEE AVE,1180 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Dodge,P112722,6841971,1166025.623,1907874.804,Sedan 4 Door,2/16/2016,2/16/2016,-87.66559717,41.90279215,,,,,,,,,,,,,,,,,TOW - NO TICKET
9057,16-00959711,1532 N MILWAUKEE AVE,1532,N,MILWAUKEE AVE,1532 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Volkswagen,665NQA,6841973,1163171.12,1910280.86,Sedan 2 Door,2/16/2016,2/16/2016,-87.67601453,41.90945503,,,,,,,,,,,,,,,,,TOW - NO TICKET
9058,16-00959712,1560 N MILWAUKEE AVE,1560,N,MILWAUKEE AVE,1560 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Hyundai,Y727152,6841974,1162991.118,1910434.442,Sedan 4 Door,2/16/2016,2/16/2016,-87.67667146,41.90988025,,,,,,,,,,,,,,,,,TOW - NO TICKET
9059,16-00959714,2140 N MILWAUKEE AVE,2140,N,MILWAUKEE AVE,2140 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,Y839446,6841975,1158597.119,1914112.879,Van,2/16/2016,2/16/2016,-87.69271228,41.92006534,,,,,,,,,,,,,,,,,TOW - NO TICKET
9060,16-00959715,2643 N MILWAUKEE AVE,2643,N,MILWAUKEE AVE,2643 N MILWAUKEE AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,GLT7390,6841976,1154282.308,1917599.178,Sedan 4 Door,2/16/2016,2/16/2016,-87.70847236,41.92971938,,,,,,,,,,,,,,,,,TOW - NO TICKET
9061,16-00959719,1532 N CENTRAL AVE,1532,N,CENTRAL AVE,1532 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,11186LE,6841979,1138732.617,1909631.5,Pickup,2/16/2016,2/16/2016,-87.76580768,41.90815193,,,,,,,,,,,,,,,,,TOW - NO TICKET
9062,16-00959721,62 N CENTRAL AVE,62,N,CENTRAL AVE,62 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,P683483,6841980,1139043.385,1899917.418,Sedan 4 Door,2/16/2016,2/16/2016,-87.76490248,41.88148964,,,,,,,,,,,,,,,,,TOW - NO TICKET
9063,16-00959723,145 N CENTRAL AVE,145,N,CENTRAL AVE,145 N CENTRAL AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Jeep - Year Greater 1988,L319816,6841981,1139023.585,1900522.118,Carryall,2/16/2016,2/16/2016,-87.76496048,41.88314938,,,,,,,,,,,,,,,,,TOW - NO TICKET
9064,16-00959724,5961 W MADISON ST,5961,W,MADISON ST,5961 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Ford,E697936,6841982,1136629.36,1899395.547,Sedan 4 Door,2/16/2016,2/16/2016,-87.77377932,41.88010109,,,,,,,,,,,,,,,,,TOW - NO TICKET
9065,16-00959725,1501 W MADISON ST,1501,W,MADISON ST,1501 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Jeep - Year Greater 1988,P609078,6841983,1166397.777,1900113.96,Carryall,2/16/2016,2/16/2016,-87.66445241,41.88148787,,,,,,,,,,,,,,,,,TOW - NO TICKET
9066,16-00959726,5340 W MADISON ST,5340,W,MADISON ST,5340 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,Z108147,6841984,1140667.75,1899502.882,Station Wagon,2/16/2016,2/16/2016,-87.75894797,41.88032242,,,,,,,,,,,,,,,,,TOW - NO TICKET
9067,16-00959727,2234 W MADISON ST,2234,W,MADISON ST,2234 W MADISON ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Honda,UH6V3V,6841985,1161521.098,1899981.515,Sedan 4 Door,2/16/2016,2/16/2016,-87.68236306,41.88122733,,,,,,,,,,,,,,,,,TOW - NO TICKET
9068,16-00959730,1201 N CLARK ST,1201,N,CLARK ST,1201 N CLARK ST,2/17/2016 0:00,2/25/2016 0:00,Completed,Nissan,H813622,6841987,1175319.271,1908359.938,Sedan 4 Door,2/16/2016,2/16/2016,-87.63144564,41.9039198,,,,,,,,,,,,,,,,,TOW - NO TICKET
9069,16-00959732,5302 W FOSTER AVE,5302,W,FOSTER AVE,5302 W FOSTER AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Mitsubishi,,6841988,1140064.697,1934070.86,Sedan 4 Door,2/16/2016,2/16/2016,-87.76031408,41.97519166,,,,,,,,,,,,,,,,,TOW - NO TICKET
9070,16-00959734,5300 W FOSTER AVE,5300,W,FOSTER AVE,5300 W FOSTER AVE,2/17/2016 0:00,2/25/2016 0:00,Completed,Hyundai,E179900,6841989,1140078.397,1934071.16,Sedan 4 Door,2/16/2016,2/16/2016,-87.7602637,41.97519223,,,,,,,,,,,,,,,,,TOW - NO TICKET
9071,16-00979241,1746 W DIVISION ST,1746,W,DIVISION ST,1746 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Toyota,S734406,6842027,1164424.26,1908040.551,Sedan 4 Door,2/17/2016,2/17/2016,-87.67147455,41.90328102,,,,,,,,,,,,,,,,,TOW - NO TICKET
9072,16-00979243,2448 W DIVISION ST,2448,W,DIVISION ST,2448 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,V182108,6842028,1159772.39,1907903.094,Sedan 4 Door,2/17/2016,2/17/2016,-87.68856564,41.90300104,,,,,,,,,,,,,,,,,TOW - NO TICKET
9073,16-00979245,1448 N MILWAUKEE AVE,1448,N,MILWAUKEE AVE,1448 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,Z891367,6842029,1163747.861,1909792.432,Sedan 4 Door,2/17/2016,2/17/2016,-87.67390964,41.9081026,,,,,,,,,,,,,,,,,TOW - NO TICKET
9074,16-00979248,2110 W DIVISION ST,2110,W,DIVISION ST,2110 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Buick,E524315,6842030,1162118.392,1907972.453,Sedan 4 Door,2/17/2016,2/17/2016,-87.67994638,41.90314266,,,,,,,,,,,,,,,,,TOW - NO TICKET
9075,16-00979250,2546 W DIVISION ST,2546,W,DIVISION ST,2546 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,7788572,6842031,1159111.553,1907889.979,Van,2/17/2016,2/17/2016,-87.69099339,41.90297866,,,,,,,,,,,,,,,,,TOW - NO TICKET
9076,16-00979253,1456 N MILWAUKEE AVE,1456,N,MILWAUKEE AVE,1456 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,Y878836,6842032,1163708.961,1909825.132,Sedan 4 Door,2/17/2016,2/17/2016,-87.67405161,41.90819315,,,,,,,,,,,,,,,,,TOW - NO TICKET
9077,16-00979255,1555 N MILWAUKEE AVE,1555,N,MILWAUKEE AVE,1555 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Nissan,Z379760,6842033,1163023.318,1910407.042,Sedan 4 Door,2/17/2016,2/17/2016,-87.67655394,41.90980439,,,,,,,,,,,,,,,,,TOW - NO TICKET
9078,16-00979654,1529 N MILWAUKEE AVE,1529,N,MILWAUKEE AVE,1529 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Jeep/Cherokee,Y772923,6842034,1163190.32,1910264.36,Carryall,2/17/2016,2/17/2016,-87.67594446,41.90940935,,,,,,,,,,,,,,,,,TOW - NO TICKET
9079,16-00979257,1562 N MILWAUKEE AVE,1562,N,MILWAUKEE AVE,1562 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Acura,1283172,6842035,1162978.318,1910445.442,Sedan 2 Door,2/17/2016,2/17/2016,-87.67671817,41.90991071,,,,,,,,,,,,,,,,,TOW - NO TICKET
9080,16-00979259,2503 N MILWAUKEE AVE,2503,N,MILWAUKEE AVE,2503 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Toyota,V140843,6842036,1155583.053,1916549.569,Sedan 4 Door,2/17/2016,2/17/2016,-87.70372078,41.92681306,,,,,,,,,,,,,,,,,TOW - NO TICKET
9081,16-00979261,2513 N MILWAUKEE AVE,2513,N,MILWAUKEE AVE,2513 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Toyota,V172969,6842037,1155498.853,1916617.669,Sedan 4 Door,2/17/2016,2/17/2016,-87.70402834,41.92700163,,,,,,,,,,,,,,,,,TOW - NO TICKET
9082,16-00979263,2525 N MILWAUKEE AVE,2525,N,MILWAUKEE AVE,2525 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,444ZB4,6842038,1155397.753,1916699.469,Sedan 4 Door,2/17/2016,2/17/2016,-87.70439764,41.92722813,,,,,,,,,,,,,,,,,TOW - NO TICKET
9083,16-00979266,3725 W DIVISION ST,3725,W,DIVISION ST,3725 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Ford,1351729B,6842039,1151237.64,1907740.176,Pickup,2/17/2016,2/17/2016,-87.71991987,41.90272573,,,,,,,,,,,,,,,,,TOW - NO TICKET
9084,16-00979268,3725 W DIVISION ST,3725,W,DIVISION ST,3725 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Infiniti/Q45,,6842040,1151237.64,1907740.176,Carryall,2/17/2016,2/17/2016,-87.71991987,41.90272573,,,,,,,,,,,,,,,,,TOW - NO TICKET
9085,16-00979272,3839 W DIVISION ST,3839,W,DIVISION ST,3839 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Mercedes,R454067,6842043,1150470.24,1907725.852,Sedan 4 Door,2/17/2016,2/17/2016,-87.72273907,41.90270145,,,,,,,,,,,,,,,,,TOW - NO TICKET
9086,16-00979274,5034 W DIVISION ST,5034,W,DIVISION ST,5034 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Buick,Z652694,6842044,1142459.29,1907519.58,Sedan 4 Door,2/17/2016,2/17/2016,-87.75217016,41.90228811,,,,,,,,,,,,,,,,,TOW - NO TICKET
9087,16-00979276,4435 W DIVISION ST,4435,W,DIVISION ST,4435 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,,6842045,1146584.912,1907624.365,Van,2/17/2016,2/17/2016,-87.73701329,41.90249795,,,,,,,,,,,,,,,,,TOW - NO TICKET
9088,16-00979278,2254 N CENTRAL AVE,2254,N,CENTRAL AVE,2254 N CENTRAL AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,88155FF,6842046,1138677.844,1914446.629,Sedan 4 Door,2/17/2016,2/17/2016,-87.76589186,41.92136619,,,,,,,,,,,,,,,,,TOW - NO TICKET
9089,16-00979280,3510 N MILWAUKEE AVE,3510,N,MILWAUKEE AVE,3510 N MILWAUKEE AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Chevrolet,S821410,6842047,1147705.896,1922890.372,Carryall,2/17/2016,2/17/2016,-87.73250279,41.94436786,,,,,,,,,,,,,,,,,TOW - NO TICKET
9090,16-00979290,2904 W FOSTER AVE,2904,W,FOSTER AVE,2904 W FOSTER AVE,2/18/2016 0:00,2/25/2016 0:00,Completed,Ford,1031TX,6842052,1156054.09,1934404.291,Sedan 4 Door,2/17/2016,2/17/2016,-87.70150624,41.97579807,,,,,,,,,,,,,,,,,TOW - NO TICKET
9091,16-00979292,1637 W DIVISION ST,1637,W,DIVISION ST,1637 W DIVISION ST,2/18/2016 0:00,2/25/2016 0:00,Completed,Honda,V745075,6842053,1165140.04,1908062.085,Carryall,2/17/2016,2/17/2016,-87.66884474,41.90332493,,,,,,,,,,,,,,,,,TOW - NO TICKET
